0,1e-06
1,0
1,0
2,0
3,0
5,0
8,1e-06
13,1e-06
21,0
34,0
55,1e-06
89,1e-06
144,1e-06
233,3e-06
377,4e-06
610,1.5e-05
987,8e-06
1597,1.3e-05
2584,2.1e-05
4181,3.4e-05
6765,5.5e-05
10946,8.8e-05
17711,0.000143
28657,0.000231
46368,0.000374
75025,0.000604
121393,0.000979
196418,0.001594
317811,0.00256
514229,0.004143
832040,0.006702
1346269,0.010962
2178309,0.019393
3524578,0.028873
5702887,0.046209
